"time","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","c_jail_in","c_jail_out"
"4845",44,"F","Hispanic","25 - 45","Medium","Male",8,-19,5,0,"2014-08-08 11:41:02","2014-08-26 09:57:16"
"4846",28,"F","Caucasian","25 - 45","Low","Female",0,-1,2,0,"2013-12-01 11:59:34","2013-12-02 09:37:16"
"4847",25,"M","African-American","25 - 45","Low","Male",1,-1,2,1,"2013-04-26 03:45:27","2013-04-27 07:36:12"
"4848",34,"M","Caucasian","25 - 45","Medium","Female",3,-1,5,0,"2013-08-04 09:41:27","2013-08-14 10:01:13"
"4849",27,"F","African-American","25 - 45","Low","Male",0,-1,2,0,"2013-12-12 02:19:40","2013-12-13 02:51:00"
"4850",39,"F","African-American","25 - 45","Low","Male",4,0,4,0,"2013-10-07 04:26:58","2013-11-16 08:34:09"
"4851",23,"F","Caucasian","Less than 25","Low","Female",1,-1,3,0,"2014-12-18 06:58:05","2014-12-19 01:54:30"
"4852",27,"F","African-American","25 - 45","Medium","Male",4,-1,5,1,"2013-11-24 12:20:22","2014-01-14 08:48:27"
"4853",47,"F","Other","Greater than 45","Low","Male",5,-1,1,0,"2014-06-22 09:02:48","2014-06-23 08:55:08"
"4854",35,"M","Hispanic","25 - 45","Low","Male",2,-12,1,0,"2014-05-09 02:40:38","2014-05-11 01:49:45"
"4855",33,"M","African-American","25 - 45","Low","Male",1,0,1,0,"2014-06-03 03:03:56","2014-06-03 08:14:22"
"4856",24,"F","Caucasian","Less than 25","Medium","Female",8,0,6,0,"2014-06-14 01:40:56","2014-06-15 07:46:32"
"4857",30,"F","Caucasian","25 - 45","High","Male",7,-1,10,1,"2014-12-02 11:20:45","2014-12-03 07:51:56"
"4858",31,"M","African-American","25 - 45","High","Male",15,-1,10,1,"2013-01-11 12:15:23","2013-01-16 05:45:04"
"4859",20,"M","African-American","Less than 25","High","Male",1,-1,9,1,"2014-12-23 11:29:47","2014-12-24 08:59:25"
"4860",26,"F","Caucasian","25 - 45","High","Male",2,-1,9,1,"2014-05-24 08:49:20","2014-05-25 08:41:34"
"4861",34,"F","Caucasian","25 - 45","Low","Male",0,-1,1,1,"2013-03-29 07:55:48","2013-03-30 08:06:44"
"4862",27,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2013-08-20 10:24:22","2013-08-21 07:44:13"
"4863",29,"F","African-American","25 - 45","Low","Male",4,-1,2,1,"2013-10-09 04:48:19","2013-10-10 08:39:57"
"4864",27,"F","African-American","25 - 45","Medium","Male",7,-1,6,0,"2013-08-23 11:30:37","2013-08-28 03:25:56"
"4865",24,"F","Caucasian","Less than 25","High","Female",0,-1,8,0,"2013-12-31 05:48:21","2014-01-02 03:47:34"
"4866",29,"F","African-American","25 - 45","Medium","Male",0,-1,5,1,"2013-08-05 11:26:23","2013-08-06 01:01:16"
"4867",20,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,"2013-09-10 10:25:50","2013-09-11 01:42:53"
"4868",23,"F","Caucasian","Less than 25","Low","Female",0,-1,3,0,"2013-11-21 02:57:55","2013-11-21 09:38:19"
"4869",48,"M","African-American","Greater than 45","Low","Female",0,0,1,0,"2013-01-02 02:49:09","2013-01-02 07:16:44"
"4870",34,"M","African-American","25 - 45","Low","Male",0,0,1,1,"2014-01-06 03:46:05","2014-01-06 08:25:11"
"4871",46,"M","African-American","Greater than 45","Medium","Male",1,-1,6,1,"2013-02-17 06:30:23","2013-02-18 06:32:36"
"4872",41,"F","Caucasian","25 - 45","Medium","Female",3,-1,5,0,"2013-08-20 06:27:59","2013-08-21 09:19:32"
"4873",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-09-14 09:17:43","2014-09-15 01:14:56"
"4874",26,"F","African-American","25 - 45","Medium","Male",3,-1,6,1,"2013-08-01 09:19:34","2013-08-02 08:41:46"
"4875",37,"F","African-American","25 - 45","High","Male",11,-1,8,1,"2013-11-25 05:01:45","2013-11-26 11:39:12"
"4876",27,"F","African-American","25 - 45","Low","Male",0,0,1,0,"2014-10-23 12:55:32","2014-10-23 10:13:32"
"4877",21,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,"2014-09-17 03:21:04","2014-10-20 09:33:55"
"4878",22,"F","Caucasian","Less than 25","Low","Female",2,-1,3,0,"2013-12-19 08:49:18","2013-12-20 07:52:14"
"4879",27,"M","Hispanic","25 - 45","Medium","Male",1,-1,5,0,"2014-08-02 11:43:28","2014-08-04 08:48:02"
"4880",32,"F","African-American","25 - 45","Low","Male",7,-1,1,0,"2014-03-23 09:07:04","2014-03-24 02:30:02"
"4881",44,"M","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-10-27 03:36:19","2013-10-29 04:11:32"
"4882",21,"F","Hispanic","Less than 25","Medium","Female",0,-2,7,0,"2014-11-30 05:54:57","2014-12-04 06:09:33"
"4883",31,"F","African-American","25 - 45","Medium","Male",3,0,7,0,"2013-12-11 11:01:45","2014-12-08 12:57:36"
"4884",60,"M","African-American","Greater than 45","Low","Male",3,-1,1,0,"2013-12-14 11:18:05","2013-12-15 08:36:52"
"4885",40,"M","African-American","25 - 45","Low","Male",14,-1,3,0,"2014-09-10 11:17:40","2014-09-11 08:11:15"
"4886",49,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-02-13 12:43:40","2013-02-13 07:55:01"
"4887",30,"M","African-American","25 - 45","Low","Male",10,0,4,1,"2013-09-18 03:06:31","2013-09-20 01:52:58"
"4888",26,"F","African-American","25 - 45","High","Male",1,-1,8,0,"2014-02-13 07:13:25","2014-02-15 09:57:44"
"4889",52,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-01-15 03:54:42","2013-01-16 04:51:43"
"4890",55,"M","Caucasian","Greater than 45","Low","Female",0,-2,1,0,"2014-06-17 11:32:15","2014-06-18 01:59:41"
"4891",34,"F","African-American","25 - 45","High","Male",0,-1,10,0,"2014-01-12 09:56:37","2014-01-14 01:14:37"
"4892",55,"F","African-American","Greater than 45","Low","Male",5,-1,4,1,"2013-05-10 11:31:10","2013-05-14 01:32:21"
"4893",33,"M","African-American","25 - 45","Medium","Male",0,-1,7,0,"2013-02-18 06:09:43","2013-02-19 01:30:31"
"4894",22,"F","African-American","Less than 25","Medium","Male",0,-1,6,1,"2013-10-27 11:57:02","2013-10-28 07:35:03"
"4895",27,"M","African-American","25 - 45","Low","Female",0,0,2,0,"2013-05-01 05:32:30","2013-05-02 12:23:41"
"4896",20,"F","African-American","Less than 25","Medium","Male",0,-1,5,1,"2014-04-29 08:43:43","2014-04-30 02:13:01"
"4897",33,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2013-04-18 03:40:20","2013-06-11 01:18:17"
"4898",26,"M","African-American","25 - 45","Low","Male",0,-1,2,0,"2014-02-04 03:22:51","2014-02-06 09:10:51"
"4899",29,"M","African-American","25 - 45","Medium","Male",0,-1,5,0,"2013-02-10 08:16:13","2013-02-12 05:23:27"
"4900",32,"M","African-American","25 - 45","Low","Male",1,0,3,0,"2013-02-25 06:09:27","2013-02-25 07:08:19"
"4901",25,"F","African-American","25 - 45","Medium","Male",10,-1,7,0,"2013-05-15 08:29:43","2015-03-19 06:55:55"
"4902",37,"M","Caucasian","25 - 45","Low","Male",4,0,1,0,"2013-02-09 12:56:56","2013-02-10 08:05:29"
"4903",20,"F","Hispanic","Less than 25","Medium","Female",2,-7,6,0,"2014-08-27 08:18:29","2014-09-03 10:45:16"
"4904",20,"F","African-American","Less than 25","Low","Male",1,-1,4,0,"2014-04-08 08:44:52","2014-04-12 02:39:54"
"4905",31,"F","African-American","25 - 45","High","Male",15,0,10,0,"2013-02-24 02:24:03","2013-06-08 03:36:28"
"4906",29,"F","African-American","25 - 45","High","Male",6,-1,8,1,"2013-04-23 07:39:01","2013-04-24 01:49:13"
"4907",31,"F","African-American","25 - 45","Low","Male",6,0,4,0,"2013-04-06 05:10:18","2013-05-17 06:20:04"
"4908",36,"F","Caucasian","25 - 45","Low","Female",2,-1,3,0,"2013-11-12 12:13:54","2013-11-14 09:49:20"
"4909",37,"F","African-American","25 - 45","Low","Female",1,-11,1,0,"2014-02-13 01:39:00","2014-02-22 01:33:17"
"4910",34,"M","Caucasian","25 - 45","Low","Male",5,-1,2,1,"2013-04-19 03:20:12","2013-04-25 05:18:59"
"4911",20,"M","Caucasian","Less than 25","Medium","Male",1,-1,5,1,"2014-08-29 05:48:29","2014-08-30 09:16:54"
"4912",66,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2014-04-05 02:14:22","2014-04-06 01:58:54"
"4913",24,"F","Caucasian","Less than 25","High","Male",8,-1,9,1,"2013-02-27 01:32:53","2013-04-03 09:32:01"
"4914",29,"M","African-American","25 - 45","High","Male",8,-1,9,1,"2014-11-27 10:56:48","2014-11-28 08:16:47"
"4915",45,"F","African-American","Greater than 45","Low","Female",1,-4,1,0,"2013-06-17 11:22:11","2013-06-20 09:23:01"
"4916",34,"F","Caucasian","25 - 45","Medium","Male",2,-1,7,1,"2013-04-21 11:50:41","2013-04-22 07:29:47"
"4917",70,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,"2013-03-03 05:55:08","2013-03-04 07:31:12"
"4918",33,"F","African-American","25 - 45","High","Female",0,-1,8,0,"2014-06-07 09:29:43","2014-06-08 08:08:20"
"4919",23,"F","African-American","Less than 25","Medium","Female",5,-1,7,0,"2014-10-03 07:22:04","2014-10-04 11:40:09"
"4920",23,"F","African-American","Less than 25","High","Male",4,-1,9,0,"2014-01-14 03:17:08","2014-01-17 03:58:38"
"4921",27,"M","Caucasian","25 - 45","Low","Male",5,-12,4,0,"2013-12-21 05:45:16","2013-12-23 06:49:08"
"4922",44,"F","Caucasian","25 - 45","Medium","Male",6,-1,6,1,"2013-05-18 09:16:54","2013-09-14 05:54:00"
"4923",26,"M","African-American","25 - 45","Medium","Male",0,-1,5,0,"2013-02-25 09:12:24","2013-02-26 06:38:57"
"4924",23,"M","Caucasian","Less than 25","Medium","Female",2,-1,6,0,"2013-03-06 09:57:15","2013-03-07 07:12:13"
"4925",27,"F","African-American","25 - 45","High","Male",3,-1,9,1,"2013-12-23 08:37:44","2013-12-31 03:38:53"
"4926",53,"F","African-American","Greater than 45","Low","Male",11,-1,3,0,"2014-03-04 11:58:15","2014-06-22 03:28:44"
"4927",29,"M","African-American","25 - 45","Low","Male",0,-1,1,0,"2014-11-13 08:19:17","2014-11-14 09:12:27"
"4928",65,"M","African-American","Greater than 45","Low","Male",1,-24,1,0,"2014-04-19 04:08:08","2014-04-20 12:39:51"
"4929",46,"F","Caucasian","Greater than 45","Low","Female",1,-1,2,1,"2013-01-13 01:54:20","2013-02-07 08:44:30"
"4930",20,"F","Caucasian","Less than 25","High","Male",0,-1,8,0,"2014-01-12 11:59:32","2014-04-29 05:19:06"
"4931",27,"F","African-American","25 - 45","Medium","Female",1,0,5,0,"2013-05-08 10:06:06","2013-06-04 06:24:40"
"4932",45,"F","Caucasian","Greater than 45","Low","Male",7,-1,2,0,"2013-02-20 05:56:15","2013-02-21 07:41:49"
"4933",42,"M","African-American","25 - 45","Medium","Male",1,-12,5,0,"2013-10-09 12:43:56","2013-10-17 09:27:59"
"4934",53,"M","African-American","Greater than 45","Low","Male",10,-1,2,0,"2014-07-19 03:20:05","2014-07-20 08:47:33"
"4935",24,"M","Caucasian","Less than 25","Medium","Female",3,-1,5,1,"2013-11-12 10:36:22","2013-11-13 01:14:05"
"4936",20,"F","African-American","Less than 25","High","Male",2,-1,8,1,"2014-02-02 04:24:24","2014-02-04 07:47:01"
"4937",19,"M","Caucasian","Less than 25","Medium","Male",0,-1,7,0,"2014-11-17 12:07:33","2014-11-18 01:10:03"
"4938",49,"F","Caucasian","Greater than 45","Low","Male",3,0,4,0,"2013-09-24 02:46:20","2013-09-24 07:16:50"
"4939",29,"F","Hispanic","25 - 45","Low","Male",0,0,2,0,"2013-10-14 05:56:17","2013-10-14 02:00:55"
"4940",52,"F","Caucasian","Greater than 45","Low","Female",1,-8,1,0,"2013-10-08 04:39:44","2013-10-11 10:06:11"
"4941",37,"M","Hispanic","25 - 45","Low","Male",4,0,1,1,"2014-02-03 03:30:54","2014-02-04 04:02:26"
"4942",26,"M","African-American","25 - 45","Low","Male",1,-1,3,1,"2013-03-17 01:16:50","2013-03-24 03:44:00"
"4943",33,"F","African-American","25 - 45","Low","Male",3,-1,2,0,"2014-03-09 12:59:44","2014-07-11 10:55:30"
"4944",53,"F","African-American","Greater than 45","Low","Male",15,-1,1,1,"2013-01-08 11:04:23","2013-03-30 09:14:29"
"4945",47,"F","Hispanic","Greater than 45","Low","Male",1,-27,1,0,"2013-12-27 08:28:22","2014-01-13 09:12:03"
"4946",38,"M","African-American","25 - 45","High","Male",0,-1,8,1,"2013-04-02 10:50:01","2015-04-21 12:35:32"
"4947",25,"F","African-American","25 - 45","Medium","Male",1,0,6,0,"2013-01-11 12:35:37","2013-01-11 01:14:09"
"4948",21,"F","African-American","Less than 25","High","Male",1,-1,10,1,"2014-07-27 08:09:50","2014-08-02 04:56:49"
"4949",48,"M","African-American","Greater than 45","Low","Male",0,0,1,0,"2013-03-30 03:01:12","2013-03-31 06:57:38"
"4950",24,"F","Other","Less than 25","Low","Female",0,-1,3,0,"2013-12-16 08:36:34","2013-12-17 09:48:55"
"4951",22,"F","African-American","Less than 25","Low","Male",0,-1,4,1,"2013-04-19 11:29:08","2013-04-20 01:45:16"
"4952",42,"F","Caucasian","25 - 45","Low","Male",0,0,1,0,"2014-09-04 02:16:15","2014-09-05 09:42:33"
"4953",26,"F","African-American","25 - 45","Low","Male",0,0,2,0,"2014-06-25 02:53:09","2014-07-09 09:28:47"
"4954",38,"M","Caucasian","25 - 45","Low","Male",2,0,2,0,"2013-01-22 02:44:16","2013-02-19 08:46:07"
"4955",23,"F","Other","Less than 25","Low","Male",0,0,3,1,"2014-09-21 03:56:39","2014-09-24 04:09:04"
"4956",54,"M","Other","Greater than 45","Low","Male",2,-1,1,0,"2013-10-21 09:41:20","2013-10-22 08:05:35"
"4957",24,"F","Hispanic","Less than 25","Low","Male",1,0,4,0,"2013-01-21 11:48:52","2013-02-01 08:09:36"
"4958",26,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,"2014-10-19 04:45:04","2014-10-21 08:10:50"
"4959",44,"M","Caucasian","25 - 45","Low","Female",0,-1,1,1,"2013-04-07 09:28:33","2013-04-08 08:23:11"
"4960",64,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-10-29 11:55:33","2013-10-30 08:18:51"
"4961",38,"M","Caucasian","25 - 45","Medium","Male",5,-18,5,1,"2013-02-28 06:08:11","2013-02-28 08:42:37"
"4962",45,"M","Other","Greater than 45","Low","Female",0,-1,1,0,"2013-08-18 09:01:18","2013-08-19 08:01:53"
"4963",49,"F","African-American","Greater than 45","Medium","Male",1,-1,5,0,"2013-10-09 04:35:47","2013-10-14 09:00:33"
"4964",42,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2014-04-23 09:43:21","2014-04-24 01:25:54"
"4965",24,"F","Caucasian","Less than 25","Low","Male",0,-1,2,0,"2014-09-28 09:06:27","2014-09-30 04:35:16"
"4966",33,"M","Asian","25 - 45","Low","Male",0,-1,1,0,"2014-03-01 11:10:20","2014-03-02 07:53:27"
"4967",40,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,"2014-12-06 03:30:03","2014-12-07 08:47:34"
"4968",44,"F","Hispanic","25 - 45","Low","Male",2,-1,2,0,"2013-03-28 05:17:58","2013-03-29 09:19:00"
"4969",51,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,"2013-09-09 08:22:20","2013-09-12 08:28:20"
"4970",50,"F","African-American","Greater than 45","Low","Male",0,0,1,0,"2013-01-27 03:37:16","2013-01-28 02:50:27"
"4971",33,"M","Caucasian","25 - 45","Low","Male",2,-22,2,0,"2013-09-19 09:34:52","2013-10-11 06:19:13"
"4972",54,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,"2014-01-15 02:16:34","2014-02-14 01:29:00"
"4973",45,"M","Other","Greater than 45","Low","Male",2,0,1,0,"2014-08-25 12:33:43","2014-08-27 05:50:15"
"4974",28,"F","Hispanic","25 - 45","Medium","Male",3,-1,5,1,"2013-11-01 11:03:45","2013-11-02 08:37:34"
"4975",41,"M","Other","25 - 45","Low","Male",0,-1,1,0,"2014-09-05 09:23:16","2014-09-06 07:08:29"
"4976",42,"M","African-American","25 - 45","Medium","Male",17,-1,7,1,"2013-01-06 08:45:25","2013-02-27 05:23:47"
"4977",34,"F","Caucasian","25 - 45","Low","Male",3,-1,1,0,"2013-10-22 09:14:51","2013-10-23 11:28:30"
"4978",38,"F","Caucasian","25 - 45","Low","Male",2,-1,3,1,"2013-05-16 01:51:33","2013-05-25 07:15:10"
"4979",21,"F","African-American","Less than 25","High","Male",1,-1,9,1,"2013-01-16 04:32:53","2013-01-17 07:40:18"
"4980",33,"F","African-American","25 - 45","Low","Male",5,0,4,0,"2013-10-05 12:47:51","2013-10-05 07:14:01"
"4981",31,"F","African-American","25 - 45","Medium","Female",1,-1,7,0,"2013-11-14 10:23:29","2013-11-15 01:48:14"
"4982",36,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,"2014-05-10 01:18:01","2014-05-11 01:25:17"
"4983",28,"F","African-American","25 - 45","Low","Female",1,-1,4,0,"2014-12-11 06:44:10","2014-12-12 04:24:35"
"4984",32,"M","African-American","25 - 45","Medium","Male",9,-1,7,1,"2013-01-23 08:51:29","2013-02-15 09:20:28"
"4985",31,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,"2014-10-19 05:09:56","2014-10-20 01:38:51"
"4986",45,"M","Caucasian","Greater than 45","Low","Male",1,0,1,0,"2014-01-01 03:58:45","2014-01-02 12:15:31"
"4987",30,"F","Caucasian","25 - 45","High","Male",1,-1,8,1,"2014-04-29 09:21:44","2014-06-02 09:04:48"
"4988",53,"F","African-American","Greater than 45","Medium","Male",1,-1,6,0,"2014-12-29 07:14:28","2015-10-15 06:20:13"
"4989",40,"F","African-American","25 - 45","Low","Male",1,0,1,0,"2014-08-14 02:23:37","2014-08-14 08:56:29"
"4990",29,"F","African-American","25 - 45","High","Female",0,-1,10,0,"2014-02-12 09:29:02","2014-02-14 05:18:35"
"4991",55,"F","African-American","Greater than 45","High","Male",0,-1,9,0,"2014-12-19 02:06:58","2015-04-10 04:07:30"
"4992",51,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,1,"2014-06-01 09:13:33","2014-06-09 09:06:51"
"4993",28,"F","African-American","25 - 45","Low","Female",0,-1,3,0,"2014-01-28 10:38:19","2014-01-29 02:13:39"
"4994",52,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2014-11-25 07:56:01","2014-11-26 02:05:57"
"4995",27,"F","Caucasian","25 - 45","Low","Male",1,-1,3,0,"2013-12-31 09:37:13","2014-01-01 08:36:34"
"4996",23,"F","African-American","Less than 25","Low","Female",1,-8,4,0,"2014-10-15 07:44:45","2014-10-21 09:29:37"
"4997",28,"F","African-American","25 - 45","Medium","Male",5,-1,6,0,"2014-03-28 10:42:06","2014-04-12 03:48:00"
"4998",28,"F","Hispanic","25 - 45","High","Male",16,-1,10,1,"2014-11-24 07:31:04","2014-12-23 11:26:31"
"4999",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,"2014-04-01 07:36:09","2014-05-05 07:47:51"
"5000",26,"F","African-American","25 - 45","High","Male",4,0,10,0,"2013-03-09 03:03:42","2014-01-23 06:29:39"
"5001",30,"F","African-American","25 - 45","Low","Female",0,0,2,0,"2014-03-25 12:40:00","2014-03-25 09:14:31"
"5002",32,"M","African-American","25 - 45","Medium","Male",0,-1,7,0,"2013-04-10 09:50:36","2013-04-12 06:00:18"
"5003",27,"F","Caucasian","25 - 45","Low","Male",5,-1,4,0,"2013-08-22 10:46:01","2013-08-23 08:10:56"
"5004",21,"F","Hispanic","Less than 25","Medium","Male",1,-1,5,1,"2014-06-26 04:39:10","2014-06-28 05:02:08"
"5005",21,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,"2013-05-13 07:56:26","2013-05-15 01:24:31"
"5006",34,"F","Caucasian","25 - 45","Low","Female",0,-1,3,1,"2013-05-24 10:51:39","2013-07-26 06:10:54"
"5007",24,"F","African-American","Less than 25","High","Male",7,-1,9,1,"2013-09-26 06:27:06","2014-04-14 01:24:33"
"5008",32,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2013-04-07 07:03:09","2013-04-26 08:49:05"
"5009",53,"F","Other","Greater than 45","Low","Male",0,-1,1,0,"2014-07-17 12:14:42","2014-07-18 08:13:45"
"5010",38,"F","Caucasian","25 - 45","Medium","Female",5,-1,6,1,"2013-05-15 10:43:19","2013-06-26 05:13:06"
"5011",60,"F","African-American","Greater than 45","Medium","Male",0,-1,6,0,"2014-11-22 04:01:34","2014-11-23 01:07:20"
"5012",56,"M","African-American","Greater than 45","Low","Male",3,-28,1,0,"2014-01-16 12:26:12","2014-01-31 09:03:56"
"5013",44,"M","African-American","25 - 45","Low","Female",0,-1,1,0,"2013-02-22 01:00:39","2013-02-23 08:11:29"
"5014",27,"F","African-American","25 - 45","High","Male",6,-1,8,0,"2013-10-31 05:51:18","2015-10-17 04:17:22"
"5015",26,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2014-04-21 03:35:41","2014-04-22 08:33:10"
"5016",31,"M","African-American","25 - 45","Medium","Male",1,-1,5,1,"2013-08-24 09:20:42","2013-08-25 08:18:28"
"5017",25,"F","Caucasian","25 - 45","Medium","Female",6,-1,7,0,"2013-05-20 07:27:50","2013-06-14 04:06:44"
"5018",56,"F","African-American","Greater than 45","Medium","Male",14,-1,7,0,"2013-02-25 05:57:40","2014-12-18 07:08:33"
"5019",20,"M","African-American","Less than 25","Medium","Female",0,-1,5,0,"2013-09-09 08:08:27","2013-09-10 07:49:28"
"5020",35,"M","African-American","25 - 45","Medium","Male",1,-1,5,0,"2014-01-01 11:50:43","2014-01-03 01:39:37"
"5021",33,"F","African-American","25 - 45","Low","Male",1,-1,4,1,"2013-08-23 08:13:02","2013-08-24 05:16:56"
"5022",24,"M","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-02-01 03:37:21","2014-02-02 07:55:32"
"5023",40,"M","Hispanic","25 - 45","Low","Female",2,-7,2,0,"2013-09-23 10:17:27","2013-09-27 08:51:45"
"5024",27,"F","African-American","25 - 45","High","Male",9,0,9,1,"2014-07-02 04:34:07","2014-07-02 08:17:07"
"5025",62,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,"2014-10-04 03:08:11","2014-10-05 05:08:48"
"5026",38,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,"2014-09-28 01:24:59","2014-09-29 01:36:34"
"5027",61,"F","African-American","Greater than 45","Medium","Male",13,-1,7,0,"2014-01-09 11:40:32","2014-01-10 07:52:57"
"5028",21,"F","African-American","Less than 25","Medium","Female",0,-1,5,0,"2014-10-07 07:12:09","2014-10-08 09:19:46"
"5029",38,"F","African-American","25 - 45","Medium","Male",9,-1,5,1,"2014-08-05 07:00:13","2014-08-07 05:07:25"
"5030",29,"F","Hispanic","25 - 45","Medium","Male",6,-1,5,0,"2013-01-25 10:39:32","2013-09-12 07:20:26"
"5031",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,1,"2013-09-13 05:02:10","2013-09-14 07:08:23"
"5032",30,"F","African-American","25 - 45","Low","Male",9,-1,3,1,"2013-11-16 03:21:37","2013-11-17 08:27:24"
"5033",41,"F","Caucasian","25 - 45","Medium","Male",0,-1,6,0,"2014-09-18 04:21:00","2014-09-20 07:18:55"
"5034",36,"F","Caucasian","25 - 45","Medium","Male",9,0,6,1,"2013-04-06 01:15:11","2013-04-25 06:15:47"
"5035",23,"M","African-American","Less than 25","High","Male",2,-1,9,1,"2014-01-27 09:20:56","2014-02-04 01:09:43"
"5036",39,"F","African-American","25 - 45","High","Male",21,-1,10,1,"2014-08-26 11:59:56","2014-08-27 04:21:26"
